Street Number,Street Name,Zip,Total GHG Emissions (MtCO2e),Primary Property Type - Self Selected,System Size (kW-DC),"Total System Cost, Before Incentives",Cost After All Incentives and Taxes,Break Even Point,Energy Production (kWh/yr),Savings Per Year,CO2 Emissions Reductions (lbs/yr),Trees Planted Equivalent
1310,AVENUE R,11229,331.66,Multifamily Housing,68.11,408660,96973,7,80005,16801,55084,147
367,AVENUE S,11223,534.5,Multifamily Housing,80,480000,121050,7,92992,19528,64026,171
388,AVENUE S,11223,265.56,Multifamily Housing,31.43,204295,43208,6,36534,7672,25154,67
1410,AVENUE S,11229,272.66,Multifamily Housing,23.77,154505,32678,7,27049,5680,18623,50
225,AVENUE T,11223,798.63,Multifamily Housing,54.08,324480,68562,6,63525,13340,43737,117
602,AVENUE T,11223,378.06,Multifamily Housing,61.23,367380,83041,6,73422,15419,50551,135
1716,AVENUE T,11229,289.39,Multifamily Housing,38.92,252980,53505,6,46193,9701,31804,85
380,AVENUE U,11223,284.36,Multifamily Housing,29.13,189345,40046,7,31722,6662,21841,58
5120,AVENUE U,11234,712.76,Retail,4361.19,21805950,8568895,25+,5229555,60000,3600574,9607
5702,AVENUE U,11234,536.94,Retail,524.42,2884310,952935,20,635255,60000,437376,1167
6910,AVENUE U,11234,647.17,Multifamily Housing,105.14,604555,163087,7,122215,25665,84146,225
1411,AVENUE V,11229,393.16,Multifamily Housing,60.97,365820,82514,6,70872,14883,48796,130
2020,AVENUE V,11229,287.82,Multifamily Housing,37.54,244010,51608,7,43177,9067,29728,79
3004,AVENUE V,11229,223.04,Multifamily Housing,319.13,1755215,551435,8,370958,77901,255406,681
3105,AVENUE V,11229,1230.53,Multifamily Housing,92.14,529805,137859,7,108231,22729,74518,199
735,AVENUE W,11223,430.8,Multifamily Housing,66.48,398880,93672,7,77277,16228,53205,142
1900,AVENUE W,11229,283.34,Multifamily Housing,66.91,401460,94543,7,77776,16333,53549,143
388,AVENUE X,11223,370.27,Multifamily Housing,52.53,315180,65423,6,61704,12958,42483,113
444,AVENUE X,11223,1917.39,Multifamily Housing,36.08,234520,49601,7,41498,8715,28572,76
1230,AVENUE X,11235,512.13,Multifamily Housing,102.42,588915,157809,7,116547,24475,80243,214
2711,AVENUE X,11235,358.27,Multifamily Housing,79.57,477420,120179,7,92493,19423,63682,170
1230,AVENUE Y,11235,672.93,Multifamily Housing,128.39,738243,208207,8,147670,31011,101672,271
1702,AVENUE Y,11235,1188.44,Supermarket/Grocery,370.71,2038905,647180,14,439987,60000,302933,808
3020,AVENUE Y,11235,1652.67,Multifamily Housing,258.85,1423675,439540,8,310390,65182,213705,570
557,AVENUE Z,11223,590.55,Multifamily Housing,84.73,487198,123479,7,102637,21554,70666,189
621,AVENUE Z,11223,197.16,Multifamily Housing,38.32,249080,52680,6,45481,9551,31314,84
675,AVENUE Z,11223,184.15,Multifamily Housing,38.66,251290,53148,6,46358,9735,31917,85
1213,AVENUE Z,11235,644.73,Multifamily Housing,203.31,1118205,336444,7,241304,50674,166139,443
1237,AVENUE Z,11235,477.49,Multifamily Housing,96.53,555048,146379,7,114569,24060,78881,210
3021,AVENUE Z,11235,382.76,Multifamily Housing,49.17,295020,59299,6,58359,12255,40180,107
378,BALTIC STREET,11201,134.53,Other,6.8,51000,11643,8,7488,1573,5156,14
611,BANNER AVENUE,11235,453.33,Multifamily Housing,76.37,458220,113699,7,88773,18642,61121,163
443,BARBEY STREET,11207,490.89,Multifamily Housing,189.56,1089970,326915,8,222665,46760,153306,409
102,BARTLETT STREET,11206,180.14,K-12 School,79.83,478980,120706,7,91818,19282,63217,169
2323,BATCHELDER STREET,11229,223.04,Multifamily Housing,298.63,1642465,513382,8,347129,72897,239000,638
2520,BATCHELDER STREET,11235,2189.27,Multifamily Housing,333.25,1832875,577645,8,395526,83061,272322,727
2555,BATCHELDER STREET,11235,387.17,Multifamily Housing,75.78,454680,112505,7,89941,18888,61925,165
8847,BAY 16 STREET,11214,1025.97,Multifamily Housing,187.21,1076458,322355,8,210742,44256,145097,387
65,BAY 19 STREET,11214,368.71,Multifamily Housing,52.87,317220,66112,6,62750,13178,43204,115
38,BAY 26 STREET,11214,313.66,Multifamily Housing,31.14,202410,42810,7,35435,7441,24397,65
30,BAY 29 STREET,11214,464.62,Multifamily Housing,75.09,450540,111107,7,89123,18716,61361,164
69,BAY 29 STREET,11214,471.6,Multifamily Housing,38.06,247390,52323,6,44707,9388,30781,82
275,BAY 37 STREET,11214,487.71,Multifamily Housing,58.04,348240,76581,6,66756,14019,45962,123
268,BAY 38 STREET,11214,745.44,Multifamily Housing,106.26,610995,165261,7,124817,26212,85937,229
6224,BAY PARKWAY,11204,280.05,Multifamily Housing,35.65,231725,49010,6,41440,8702,28531,76
6801,BAY PARKWAY,11204,643.72,Multifamily Housing,40.21,241260,48493,6,46740,9815,32181,86
7000,BAY PARKWAY,11204,509.05,Multifamily Housing,60.19,361140,80935,6,71438,15002,49185,131
7402,BAY PARKWAY,11204,358.71,Multifamily Housing,28.93,188045,39772,7,33274,6988,22910,61
7701,BAY PARKWAY,11214,260.41,Multifamily Housing,40.47,242820,48807,6,47538,9983,32730,87
7705,BAY PARKWAY,11214,356.97,Multifamily Housing,47.88,287280,57743,6,56828,11934,39126,104
8100,BAY PARKWAY,11214,873.46,Multifamily Housing,51.49,308940,63317,6,59222,12437,40775,109
8301,BAY PARKWAY,11214,413.99,Multifamily Housing,77.5,465000,115988,7,89138,18719,61372,164
8313,BAY PARKWAY,11214,323.82,Multifamily Housing,52.36,314160,65079,6,61504,12916,42346,113
8645,BAY PARKWAY,11214,453.13,Multifamily Housing,66.91,401460,94543,7,75320,15817,51858,138
8646,BAY PARKWAY,11214,241.71,Multifamily Housing,30.74,199810,42260,7,35356,7425,24343,65
8721,BAY PARKWAY,11214,313.82,Multifamily Housing,39.7,258050,54578,7,45662,9589,31438,84
8735,BAY PARKWAY,11214,460.32,Multifamily Housing,56.83,340980,74131,6,67450,14165,46440,124
8814,BAY PARKWAY,11214,322.04,Multifamily Housing,42.45,254700,51195,6,49344,10362,33974,91
8855,BAY PARKWAY,11214,709.28,Multifamily Housing,64.76,388560,90189,7,74485,15642,51283,137
877,BAY RIDGE AVENUE,11220,261.97,Multifamily Housing,47.62,285720,57430,6,56519,11869,38914,104
130,BAY RIDGE PARKWAY,11209,326.9,Multifamily Housing,38.75,251875,53272,6,45043,9459,31012,83
238,BAY RIDGE PARKWAY,11209,372.2,Multifamily Housing,99.37,571378,151890,7,120372,25278,82876,221
2101,BAY RIDGE PARKWAY,11204,178.24,Multifamily Housing,29.54,192010,40610,7,33976,7135,23393,62
20,BAYARD STREET,11211,401.21,Multifamily Housing,8.64,64800,14794,8,9832,2065,6769,18
50,BAYARD STREET,11211,286.77,Multifamily Housing,11.84,82880,18275,7,13618,2860,9376,25
1720,BEDFORD AVENUE,11225,8992.66,Multifamily Housing,233.1,1282050,391742,8,268104,56302,184591,493
2255,BEDFORD AVENUE,11226,273,Multifamily Housing,29.36,190840,40363,7,33769,7091,23250,62
2360,BEDFORD AVENUE,11226,820.36,Retail,208.04,1144220,345224,8,241827,50784,166499,444
3620,BEDFORD AVENUE,11210,279.26,Multifamily Housing,46.41,278460,55970,6,55083,11567,37925,101
4190,BEDFORD AVENUE,11229,411.41,Multifamily Housing,60.97,365820,82514,6,71618,15040,49309,132
4750,BEDFORD AVENUE,11235,665.58,Multifamily Housing,52.87,317220,66112,6,61456,12906,42313,113
2100,BEEKMAN PLACE,11225,440.17,Multifamily Housing,40.47,242820,48807,6,44071,9255,30343,81
380,BELMONT AVENUE,11207,367.56,Multifamily Housing,57.18,343080,74840,6,69965,14693,48171,129
2126,BENSON AVENUE,11214,334.95,Multifamily Housing,62,372000,84600,6,72828,15294,50142,134
2225,BENSON AVENUE,11214,328.71,Multifamily Housing,41.08,246480,49542,6,48254,10133,33223,89
2250,BENSON AVENUE,11214,345.56,Multifamily Housing,61.48,368880,83547,6,72969,15324,50240,134
2255,BENSON AVENUE,11214,318.87,Multifamily Housing,45.55,273300,54933,6,54062,11353,37222,99
491,BERGEN STREET,11217,226.86,Warehouse (Unrefrigerated),68.11,408660,96973,7,79171,16626,54510,145
880,BERGEN STREET,11238,592.57,Multifamily Housing,34.27,222755,47113,6,40674,8542,28004,75
34,BERRY STREET,11249,591.31,Multifamily Housing,15.98,111860,24665,8,"17,402 kWh",3654,11981,32
55,BERRY STREET,11249,309.43,Multifamily Housing,21.08,137020,28980,7,23730,4983,16338,44
315,BERRY STREET,11249,131.98,Multifamily Housing,44.35,266100,53486,6,51553,10826,35494,95
440,BERRY STREET,11249,850.03,Multifamily Housing,39.01,253565,53629,6,46300,9723,31878,85
180,BETHEL LOOP,11239,82561.06,Multifamily Housing,739.95,4069725,1430064,9,878229,184428,604665,1613
302,BEVERLY ROAD,11218,397.47,Multifamily Housing,59.24,355440,79011,6,69586,14613,47910,128
303,BEVERLY ROAD,11218,1106.53,Multifamily Housing,71.56,429360,103959,7,84933,17836,58477,156
415,BEVERLY ROAD,11218,544.19,Multifamily Housing,90.85,522388,135356,7,107828,22644,74240,198
707,BEVERLY ROAD,11218,106.63,Multifamily Housing,37.8,245700,51966,6,45326,9519,31207,83
1601,BEVERLY ROAD,11226,177.42,Multifamily Housing,84.13,483748,122315,7,99852,20969,68749,183
2102,BEVERLY ROAD,11226,404.81,Multifamily Housing,30.91,200915,42494,6,35930,7545,24738,66
515,BLAKE AVENUE,11207,864.4,Multifamily Housing,248.86,1368730,420996,8,292321,61387,201264,537
579,BLAKE AVENUE,11207,1908.81,Multifamily Housing,123.4,709550,198523,7,143441,30123,98760,264
766,BLAKE AVENUE,11207,7737.34,Multifamily Housing,314.13,1727715,542154,8,349772,73452,240819,643
415,BLEECKER STREET,11237,554.45,Multifamily Housing,112.81,648658,177972,7,135272,28407,93135,249
2301,BOARDWALK WEST,11224,836.43,Senior Care Facility,103.16,593170,159245,7,121176,25447,83430,223
53,BOERUM PLACE,11201,360.16,Multifamily Housing,25.66,166790,35276,7,27629,5802,19023,51
54,BOERUM STREET,11206,1552.9,Multifamily Housing,189.09,1087268,326003,8,222113,46644,152926,408
91,BOERUM STREET,11206,826.27,Multifamily Housing,69.15,414900,99079,7,81226,17058,55925,149
72,BOGART STREET,11206,252.2,Other,123.31,709033,198349,7,150880,31685,103882,277
49,BOND STREET,11201,57.66,Other,276.16,1518880,471672,8,324389,60000,223343,596
110,BRIDGE STREET,11201,101.07,Warehouse (Unrefrigerated),76.84,461040,114651,7,85558,17967,58907,157
197,BRIDGE STREET,11201,200.7,Multifamily Housing,3.91,31280,7355,9,4354,914,2997,8
42,BRIDGEWATER STREET,11222,285.23,Warehouse (Unrefrigerated),460.09,2530495,813092,17,557329,60000,383724,1024
44,BRIDGEWATER STREET,11222,267.32,Warehouse (Unrefrigerated),652.9,3590950,1237357,25,814855,60000,561032,1497
2190,BRIGHAM STREET,11229,626.71,Multifamily Housing,112.98,649635,178302,7,132711,27869,91372,244
2212,BRIGHAM STREET,11229,2242.48,Multifamily Housing,235.17,1293435,395584,8,273363,57406,188212,502
3111,BRIGHTON 1 PLACE,11235,349.48,Multifamily Housing,54.34,326040,69089,6,61835,12985,42574,114
201,BRIGHTON 1 ROAD,11235,663.92,Multifamily Housing,63.21,379260,87050,7,71929,15105,49523,132
40,BRIGHTON 1 STREET,11235,2575.57,Multifamily Housing,132.96,764520,217076,7,156180,32798,107531,287
79,BRIGHTON 11 STREET,11235,1399.61,Multifamily Housing,35.48,230620,48776,6,41242,8661,28395,76
125,BRIGHTON 11 STREET,11235,449.89,Multifamily Housing,88.95,511463,131669,7,103396,21713,71189,190
2906,BRIGHTON 12 STREET,11235,604.53,Multifamily Housing,93.09,535268,139703,7,109347,22963,75286,201
3030,BRIGHTON 12 STREET,11235,720.24,Multifamily Housing,78.53,471180,118073,7,92244,19371,63511,169
3085,BRIGHTON 13 STREET,11235,258.52,Multifamily Housing,34.53,224445,47470,6,40138,8429,27635,74
3131,BRIGHTON 13 STREET,11235,1897.86,Multifamily Housing,108.59,624393,169783,7,127554,26786,87822,234
3033,BRIGHTON 14 STREET,11235,201.71,Multifamily Housing,44.86,269160,54101,6,53243,11181,36658,98
150,BRIGHTON 15 STREET,11235,256.7,Multifamily Housing,39.27,255255,53986,6,45648,9586,31429,84
200,BRIGHTON 15 STREET,11235,461.95,Multifamily Housing,55.46,332760,71357,6,62431,13111,42984,115
2857,BRIGHTON 3 STREET,11235,1444.42,Senior Care Facility,47.12,282720,56827,6,53619,11260,36917,99
3091,BRIGHTON 3 STREET,11235,246.58,Multifamily Housing,33.76,219440,46412,6,39656,8328,27303,73
3100,BRIGHTON 3 STREET,11235,366.81,Multifamily Housing,37.72,245180,51856,7,42923,9014,29553,79
3105,BRIGHTON 3 STREET,11235,466.47,Multifamily Housing,39.7,258050,54578,6,46147,9691,31773,85
3115,BRIGHTON 4 STREET,11235,632.93,Multifamily Housing,87.66,504045,129165,7,101896,21398,70156,187
3145,BRIGHTON 4 STREET,11235,658.8,Multifamily Housing,70.61,423660,102035,7,79485,16692,54726,146
2911,BRIGHTON 5 STREET,11235,10.2,Multifamily Housing,68.54,411240,97844,7,77994,16379,53699,143
3094,BRIGHTON 5 STREET,11235,255.45,Multifamily Housing,28.59,185835,39304,6,34283,7199,23604,63
3108,BRIGHTON 5 STREET,11235,7.28,Multifamily Housing,33.5,217750,46054,6,38941,8178,26811,72
3121,BRIGHTON 5 STREET,11235,265.95,Multifamily Housing,32.81,213265,45106,7,37737,7925,25982,69
3096,BRIGHTON 6 STREET,11235,298.12,Multifamily Housing,51.32,307920,62973,6,59027,12396,40640,108
3099,BRIGHTON 6 STREET,11235,94.87,Multifamily Housing,63.38,380280,87395,6,73673,15471,50724,135
3115,BRIGHTON 6 STREET,11235,281.82,Multifamily Housing,58.81,352860,78140,6,69081,14507,47562,127
3130,BRIGHTON 6 STREET,11235,428.16,Multifamily Housing,67.08,402480,94887,7,77974,16375,53686,143
3152,BRIGHTON 6 STREET,11235,711.53,Multifamily Housing,95.84,551080,145040,7,105541,22164,72666,194
3161,BRIGHTON 6 STREET,11235,620.96,Multifamily Housing,50.29,301740,60887,6,57842,12147,39824,106
3109,BRIGHTON 7 STREET,11235,344.37,Multifamily Housing,40.99,245940,49434,6,46644,9795,32115,86
3111,BRIGHTON 7 STREET,11235,74.93,Multifamily Housing,42.71,256260,51508,6,49646,10426,34182,91
3133,BRIGHTON 7 STREET,11235,278.81,Multifamily Housing,55.28,331680,70992,6,64258,13494,44242,118
1120,BRIGHTON BEACH AVE,11235,793.23,Multifamily Housing,100.32,576840,153734,8,109247,22942,75217,201
1150,BRIGHTON BEACH AVE,11235,737.52,Multifamily Housing,112.89,649118,178127,8,125699,26397,86544,231
1151,BRIGHTON BEACH AVE,11235,354.57,Multifamily Housing,44.69,268140,53896,6,51401,10794,35390,94
1159,BRIGHTON BEACH AVE,11235,277.57,Multifamily Housing,37.46,243490,51498,7,43085,9048,29664,79
1311,BRIGHTWATER AVENUE,11235,854.99,Multifamily Housing,120.81,694658,193497,8,137474,28869,94651,253
417,BRIGHTWATER COURT,11235,28.51,Multifamily Housing,40.73,244380,49120,6,46348,9733,31911,85
500,BRIGHTWATER COURT,11235,941.94,Multifamily Housing,60.36,362160,81279,7,67947,14269,46782,125
501,BRIGHTWATER COURT,11235,413.04,Multifamily Housing,70.01,420060,100820,7,78810,16550,54261,145
601,BRIGHTWATER COURT,11235,281.44,Multifamily Housing,59.85,359100,80246,6,68105,14302,46891,125
350,BRISTOL STREET,11212,342.38,Multifamily Housing,70.96,425760,102744,7,85089,17869,58584,156
60,BROADWAY,11249,730.37,Multifamily Housing,32.68,212420,44927,7,36388,7641,25053,67
138,BROADWAY,11211,258.4,Multifamily Housing,33.39,217035,45903,6,39221,8236,27004,72
1338,BROADWAY,11221,45.89,House of Worship,128.7,740025,208808,7,154326,32408,106254,284
97,BROOKLYN AVENUE,11216,416.05,Multifamily Housing,61.91,371460,84418,6,72722,15272,50069,134
440,BROOKLYN AVENUE,11225,296.11,Multifamily Housing,47.01,282060,56694,6,54069,11355,37227,99
456,BROOKLYN AVENUE,11225,293.42,Multifamily Housing,39.78,258570,54688,6,46240,9710,31837,85
474,BROOKLYN AVENUE,11225,240.47,Multifamily Housing,38.41,249665,52804,6,45588,9573,31388,84
1402,BROOKLYN AVENUE,11210,2376.62,Multifamily Housing,194.96,1121020,337394,8,226622,47591,156031,416
1405,BROOKLYN AVENUE,11210,775.52,Multifamily Housing,67.77,406620,96284,7,78776,16543,54238,145
105,BUCKINGHAM ROAD,11226,287.19,Multifamily Housing,52.27,313620,64897,6,62038,13028,42713,114
2220,BURNETT STREET,11229,1366.33,Multifamily Housing,201.41,1107755,332917,7,239049,50200,164586,439
75,BUSHWICK AVENUE,11211,785,Multifamily Housing,36.94,240110,50783,7,42487,8922,29253,78
533,BUSHWICK AVENUE,11206,460.13,Multifamily Housing,110.91,637733,174285,7,131636,27644,90632,242
761,BUSHWICK AVENUE,11221,480.86,Multifamily Housing,41.8,250800,50411,6,47566,9989,32749,87
1041,BUSHWICK AVENUE,11221,277.67,Multifamily Housing,32.81,213265,45106,6,38540,8093,26535,71
44,BUTLER PLACE,11238,283.04,Multifamily Housing,60.02,360120,80591,6,70502,14805,48541,130
140,CADMAN PLAZA WEST,11201,1788.96,Multifamily Housing,55.8,334800,72045,6,65545,13764,45128,120
1,CARLTON AVENUE,11205,94.46,Other,119.71,688333,191362,7,140616,29529,96815,258
381,CARLTON AVENUE,11238,348.11,Multifamily Housing,9.47,71025,16215,9,10313,2166,7100,19
415,CARLTON AVENUE,11238,136.82,Multifamily Housing,34.96,227240,48061,6,40638,8534,27979,75
475,CARLTON AVENUE,11238,2011.86,Multifamily Housing,172.39,991243,293595,8,204606,42967,140872,376
344,CARROLL STREET,11231,377.44,Multifamily Housing,69.23,415380,99241,6,83015,17433,57156,153
916,CARROLL STREET,11225,320.39,Multifamily Housing,39.35,255775,54096,6,46222,9707,31824,85
926,CARROLL STREET,11225,317.31,Multifamily Housing,37.29,242385,51264,6,43346,9103,29844,80
991,CARROLL STREET,11225,434.07,Multifamily Housing,52.96,317760,66294,6,60913,12792,41939,112
1730,CARROLL STREET,11213,407.92,Multifamily Housing,77.59,465540,116170,7,92090,19339,63404,169
441,CATON AVENUE,11218,692.9,Multifamily Housing,78.62,471720,118256,7,91388,19192,62921,168
1600,CATON AVENUE,11226,300.26,Multifamily Housing,61.48,368880,83547,6,72969,15324,50240,134
1745,CATON AVENUE,11226,274.67,Multifamily Housing,39.09,254085,53739,6,46395,9743,31943,85
1829,CATON AVENUE,11226,443.47,Multifamily Housing,84.3,484725,122645,7,95928,20145,66047,176
1834,CATON AVENUE,11226,565.8,Multifamily Housing,76.47,458820,113902,7,88889,18667,61201,163
43,CENTRAL AVENUE,11206,399.56,Multifamily Housing,56.32,337920,73098,6,66845,14037,46023,123
63,CENTRAL AVENUE,11206,313.35,Multifamily Housing,25.92,168480,35634,7,29178,6127,20089,54
575,CENTRAL AVENUE,11207,255.34,Multifamily Housing,60.11,360660,80773,6,72814,15291,50133,134
88,CHAUNCEY STREET,11233,2030.21,Multifamily Housing,256.87,1412785,435865,8,301730,63363,207742,554
355,CHESTER STREET,11212,493.14,Multifamily Housing,159.84,919080,269240,8,185799,39018,127923,341
376,CHESTER STREET,11212,834.73,Multifamily Housing,161.8,930350,273043,8,186097,39080,128129,342
2101,CHURCH AVENUE,11226,236.57,Retail,125.15,719613,201919,7,150069,31514,103323,276
4411,CHURCH AVENUE,11203,517.34,Multifamily Housing,55.8,334800,72045,6,66228,13908,45598,122
51,CLARK STREET,11201,2109.49,Residence Hall/Dormitory,61.66,369960,83912,7,67902,14259,46751,125
52,CLARK STREET,11201,654.82,Multifamily Housing,21.96,142740,30190,7,24989,5248,17205,46
79,CLARK STREET,11201,3698.99,Multifamily Housing,105.23,605073,163262,7,118457,24876,81558,218
32,CLARKSON AVENUE,11226,144.47,Multifamily Housing,74.49,446940,109892,7,87499,18375,60243,161
49,CLARKSON AVENUE,11226,188.26,Multifamily Housing,45.9,275400,55355,6,53916,11322,37121,99
60,CLARKSON AVENUE,11226,113.34,Multifamily Housing,57.95,347700,76399,6,68779,14444,47355,126
85,CLARKSON AVENUE,11226,537.86,Multifamily Housing,35.65,231725,49010,6,41876,8794,28832,77
135,CLARKSON AVENUE,11226,295.39,Multifamily Housing,36.94,240110,50783,6,43843,9207,30186,81
140,CLARKSON AVENUE,11226,301.88,Multifamily Housing,59.5,357000,79538,6,71347,14983,49123,131
176,CLARKSON AVENUE,11226,523.52,Multifamily Housing,70.53,423180,101873,7,82847,17398,57041,152
181,CLARKSON AVENUE,11226,233.89,Multifamily Housing,36.77,239005,50550,6,43641,9165,30047,80
184,CLARKSON AVENUE,11226,91.62,Multifamily Housing,53.04,318240,66456,6,62952,13220,43343,116
250,CLARKSON AVENUE,11226,194.54,Multifamily Housing,78.88,473280,118782,7,93621,19660,64458,172
270,CLARKSON AVENUE,11226,197.95,Multifamily Housing,74.49,446940,109892,7,86588,18183,59616,159
1027,CLARKSON AVENUE,11212,526.21,Multifamily Housing,80.28,461610,114843,6,96265,20216,66279,177
753,CLASSON AVENUE,11238,1681.81,Multifamily Housing,38.58,250770,53038,7,44374,9318,30551,82
859,CLASSON AVENUE,11225,549.76,K-12 School,208.15,1144825,345428,8,241954,50810,166587,444
167,CLERMONT AVENUE,11205,488.15,Multifamily Housing,108.76,625370,170112,7,127754,26828,87959,235
181,CLERMONT AVENUE,11205,354.66,Multifamily Housing,41.68,250080,50266,6,47429,9960,32655,87
74,CLIFTON PLACE,11238,533.87,Multifamily Housing,79.91,479460,120868,7,92888,19506,63954,171
165,CLINTON AVENUE,11205,525.71,Multifamily Housing,48.48,290880,58467,6,55760,11710,38391,102
185,CLINTON AVENUE,11205,3842.56,Multifamily Housing,152.59,877393,255170,8,177371,37248,122121,326
196,CLINTON AVENUE,11205,366.46,Multifamily Housing,58.64,351840,77796,7,65293,13712,44955,120
210,CLINTON AVENUE,11205,1016.57,Multifamily Housing,37.03,240695,50907,6,43497,9134,29948,80
295,CLINTON AVENUE,11205,384.82,Multifamily Housing,59.85,359100,80246,6,69570,14610,47899,128
325,CLINTON AVENUE,11205,681.53,Multifamily Housing,33.07,214955,45463,6,38845,8158,26745,71
345,CLINTON AVENUE,11238,2735.03,Multifamily Housing,125.89,723868,203355,7,146335,30730,100752,269
360,CLINTON AVENUE,11238,480.85,Multifamily Housing,58.9,353400,78323,6,67745,14226,46643,124
10,CLINTON STREET,11201,3698.99,Multifamily Housing,78.71,472260,118438,7,89567,18809,61667,165
40,CLINTON STREET,11201,649.48,Multifamily Housing,1.72,14620,3526,13,1810,380,1246,3
75,CLINTON STREET,11201,323.89,Multifamily Housing,11.11,77770,17148,8,12235,2569,8424,22
9,COLLEGE PLACE,11201,507.02,Multifamily Housing,38.75,251875,53272,7,41724,8762,28727,77
6665,COLONIAL ROAD,11220,219.74,Multifamily Housing,31.78,206570,43690,6,37330,7839,25702,69
6701,COLONIAL ROAD,11220,289.82,Multifamily Housing,47.02,282120,56706,6,56382,11840,38819,104
7040,COLONIAL ROAD,11209,393.66,Multifamily Housing,44.95,269700,54210,6,53350,11204,36732,98
7101,COLONIAL ROAD,11209,473.9,Multifamily Housing,87.32,502090,128505,7,102570,21540,70620,188
9108,COLONIAL ROAD,11209,407.01,Multifamily Housing,51.41,308460,63155,6,61017,12814,42011,112
29,COLUMBIA HEIGHTS,11201,1364.6,Office,69.49,416940,99767,7,80775,16963,55614,148
97,COLUMBIA HEIGHTS,11201,319.17,Residence Hall/Dormitory,19.18,134260,29604,7,22060,4633,15189,41
107,COLUMBIA HEIGHTS,11201,551.76,Residence Hall/Dormitory,44.52,267120,53691,6,51750,10868,35630,95
128,COLUMBIA HEIGHTS,11201,445.86,Residence Hall/Dormitory,18,126000,27783,7,20483,4301,14103,38
160,COLUMBIA HEIGHTS,11201,324.97,Multifamily Housing,17.74,124180,27382,7,20621,4330,14198,38
10,COLUMBIA PLACE,11201,587.39,Multifamily Housing,47.36,284160,57116,6,53892,11317,37105,99
110,COLUMBIA STREET,11201,6680.36,Multifamily Housing,901.5,4958250,1787696,9,1047908,220061,721490,1925
931,CONEY ISLAND AVENUE,11230,154.62,Multifamily Housing,68.98,413880,98735,6,83559,17547,57531,154
1102,CONEY ISLAND AVENUE,11230,93.28,Office,46.67,280020,56284,6,56534,11872,38924,104
2361,CONEY ISLAND AVENUE,11223,111.28,Multifamily Housing,57.52,345120,75528,6,65454,13745,45065,120
3033,CONEY ISLAND AVENUE,11235,125.62,Multifamily Housing,53.65,321900,67691,6,63676,13372,43841,117
3250,CONEY ISLAND AVENUE,11235,437.64,Multifamily Housing,62.09,372540,84782,7,70654,14837,48646,130
3260,CONEY ISLAND AVENUE,11235,401.41,Multifamily Housing,62,372000,84600,7,70552,14816,48575,130
200,CONGRESS STREET,11201,451.7,Multifamily Housing,70.61,423660,102035,7,82941,17418,57106,152
200,CORBIN PLACE,11235,487.95,Multifamily Housing,92.31,530783,138189,7,106172,22296,73100,195
1511,CORBIN PLACE,11235,315.46,Multifamily Housing,88.09,506518,130000,7,102396,21503,70500,188
800,CORTELYOU ROAD,11218,523.1,Multifamily Housing,62.69,376140,85997,6,72871,15303,50172,134
811,CORTELYOU ROAD,11218,570.77,Multifamily Housing,102.64,590180,158236,7,119309,25055,82145,219
1710,CORTELYOU ROAD,11226,729.08,Multifamily Housing,113.84,654580,179971,7,132328,27789,91109,243
26,COURT STREET,11201,1707,Office,20.06,130390,27577,6,23318,4897,16054,43
32,COURT STREET,11201,645.14,Office,14.33,100310,22118,7,17534,3682,12072,32
44,COURT STREET,11201,1392.39,Office,19.89,139230,30700,8,21660,4549,14913,40
50,COURT STREET,11201,444.46,Office,38.32,249080,52680,7,41261,8665,28409,76
110,COURT STREET,11201,994.31,Entertainment/Culture,6.03,45225,10325,8,6936,1456,4775,13
125,COURT STREET,11201,1878.48,Multifamily Housing,74,444000,108900,7,82396,17303,56730,151
505,COURT STREET,11231,820.82,Multifamily Housing,71.73,430380,104303,7,83379,17510,57407,153
2790,COYLE STREET,11235,302.47,Multifamily Housing,57.69,346140,75872,6,67765,14231,46657,124
2800,COYLE STREET,11235,657.15,Multifamily Housing,139.07,799653,228933,7,166760,35020,114815,306
2815,COYLE STREET,11235,400.88,Multifamily Housing,63.12,378720,86868,6,75688,15894,52112,139
148,COZINE AVENUE,11207,638.69,Multifamily Housing,148.2,852150,246651,8,163202,34272,112365,300
190,COZINE AVENUE,11207,2872.6,Multifamily Housing,246.02,1353110,415725,8,291995,61319,201040,536
195,COZINE AVENUE,11207,6777.95,Multifamily Housing,279.43,1536865,477742,8,331649,69646,228342,609
554,COZINE AVENUE,11208,262.08,Warehouse (Unrefrigerated),482.4,2653200,859913,18,596159,60000,410459,1095
80,CRANBERRY STREET,11201,710.53,Multifamily Housing,16.28,113960,25128,8,17729,3723,12206,33
15,CROOKE AVENUE,11226,291.32,Multifamily Housing,40.13,240780,48397,6,47138,9899,32455,87
20,CROOKE AVENUE,11226,350.94,Other,40.3,241800,48602,6,46352,9734,31913,85
33,CROOKE AVENUE,11226,354.32,Multifamily Housing,51.84,311040,64026,6,60893,12788,41925,112
2064,CROPSEY AVENUE,11214,1406.64,Multifamily Housing,224.92,1237060,376558,8,266952,56060,183798,490
2230,CROPSEY AVENUE,11214,1645.84,Senior Care Facility,31.95,207675,43923,7,35184,7389,24224,65
2340,CROPSEY AVENUE,11214,1516.71,Senior Care Facility,51.98,311880,64310,6,57878,12154,39849,106
2400,CROPSEY AVENUE,11214,74.72,Self-Storage,127.88,735310,207217,7,158037,33188,108809,290
