Street Number,Street Name,Zip,Total GHG Emissions (MtCO2e),Primary Property Type - Self Selected,System Size (kW-DC),"Total System Cost, Before Incentives",Cost After All Incentives and Taxes,Break Even Point,Energy Production (kWh/yr),Savings Per Year,CO2 Emissions Reductions (lbs/yr),Trees Planted Equivalent
2885,WEST 12 STREET,11224,10459.53,Multifamily Housing,452.51,2488805,799022,8,548147,115111,377402,1007
2475,WEST 16 STREET,11214,1215.62,Multifamily Housing,121.33,697648,194506,7,145488,30553,100169,267
2525,WEST 2 STREET,11223,921.85,Multifamily Housing,145.61,837258,241625,8,169258,35544,116535,311
2611,WEST 2 STREET,11223,367.67,Multifamily Housing,77.24,463440,115461,7,92619,19450,63769,170
2612,WEST 2 STREET,11223,795.72,Multifamily Housing,174.03,1000673,296777,8,206552,43376,142212,379
2661,WEST 2 STREET,11223,380.4,Multifamily Housing,77.5,465000,115988,7,91983,19316,63331,169
2920,WEST 21 STREET,11224,1372.57,Multifamily Housing,100.92,580290,154898,7,114840,24116,79068,211
2950,WEST 24 STREET,11224,1706.89,Multifamily Housing,77.07,462420,115117,7,88643,18615,61031,163
2828,WEST 28 STREET,11224,624.09,Multifamily Housing,46.41,278460,55970,6,54515,11448,37534,100
2914,WEST 28 STREET,11224,1037.75,Multifamily Housing,67.77,406620,96284,7,77118,16195,53096,142
3020,WEST 28 STREET,11224,395.74,Multifamily Housing,21.1,137150,29007,7,23494,4934,16176,43
1780,WEST 3 STREET,11223,450.91,Multifamily Housing,50.46,302760,61232,6,59890,12577,41234,110
2730,WEST 33 STREET,11224,1296.91,Multifamily Housing,310.52,1707860,535453,8,360950,75799,248516,663
2659,WEST 36 STREET,11224,592.61,Multifamily Housing,87.49,503068,128835,7,100628,21132,69283,185
1402,WEST 4 STREET,11204,367.96,Multifamily Housing,50.89,305340,62102,6,59777,12553,41157,110
1411,WEST 4 STREET,11204,363.8,Multifamily Housing,57.07,342420,74617,6,65640,13784,45194,121
2915,WEST 5 STREET,11224,786.47,Residence Hall/Dormitory,138.73,797698,228273,7,169748,35647,116872,312
2928,WEST 5 STREET,11224,3378.79,Multifamily Housing,157.5,905625,264698,7,190787,40065,131358,350
2940,WEST 5 STREET,11224,3432.1,Multifamily Housing,146.65,843238,243643,7,174055,36552,119838,320
1388,WEST 6 STREET,11204,217.16,Multifamily Housing,24.54,159510,33736,6,28525,5990,19640,52
1776,WEST 6 STREET,11223,269.09,Multifamily Housing,26.26,170690,36101,6,30846,6478,21238,57
1315,WEST 7 STREET,11204,291.61,Multifamily Housing,30.83,200395,42384,6,35837,7526,24674,66
1590,WEST 8 STREET,11204,290.43,Multifamily Housing,41.85,251100,50471,6,49159,10323,33846,90
34,WEST END AVENUE,11235,400.95,Other,91.88,528310,137355,7,112423,23609,77404,207
156,WEST END AVENUE,11235,693.02,Multifamily Housing,44.35,266100,53486,6,48839,10256,33626,90
160,WEST END AVENUE,11235,933.21,Multifamily Housing,44.35,266100,53486,6,49925,10484,34373,92
2612,WEST STREET,11223,778.81,Multifamily Housing,163.01,937308,275391,8,193473,40629,133207,355
2100,WESTBURY COURT,11225,261.78,Multifamily Housing,49.94,299640,60228,6,58662,12319,40389,108
2101,WESTBURY COURT,11225,303.08,Multifamily Housing,37.89,246285,52089,6,44971,9444,30963,83
2110,WESTBURY COURT,11225,323.28,Multifamily Housing,62.69,376140,85997,6,72871,15303,50172,134
2121,WESTBURY COURT,11225,627.8,Multifamily Housing,84.39,485243,122820,7,98095,20600,67539,180
50,WESTMINSTER ROAD,11218,21.75,Multifamily Housing,37.8,245700,51966,6,44401,9324,30571,82
405,WESTMINSTER ROAD,11218,763.47,Multifamily Housing,119.95,689713,191828,7,142366,29897,98020,262
570,WESTMINSTER ROAD,11230,905.37,Multifamily Housing,166.54,957605,282242,8,197662,41509,136091,363
615,WESTMINSTER ROAD,11230,289.98,Multifamily Housing,30.74,199810,42260,6,35732,7504,24602,66
9,WHITE STREET,11206,90.76,Storage/Shipping/Non-Refrigerated Warehouse,75.61,453660,112160,7,87889,18457,60512,161
23,WHITNEY PLACE,11223,353.32,Multifamily Housing,99.98,574885,153074,7,112547,23635,77489,207
60,WILLIAMS AVENUE,11207,179.33,K-12 School,58.9,353400,78323,6,70628,14832,48628,130
360,WILLIAMS AVENUE,11207,1731.68,Multifamily Housing,128.13,736748,207702,8,147371,30948,101466,271
371,WILLIAMS AVENUE,11207,1731.68,Multifamily Housing,190.22,1093765,328196,8,216458,45456,149032,398
405,WILLIAMS AVENUE,11207,636.7,Multifamily Housing,62.26,373560,85127,6,73133,15358,50353,134
1115,WILLMOHR STREET,11212,285.25,Multifamily Housing,41.76,250560,50363,6,49564,10408,34125,91
215,WILLOUGHBY AVENUE,11205,1418.87,Residence Hall/Dormitory,146.39,841743,243138,8,168373,35358,115926,309
382,WILLOUGHBY AVENUE,11205,136.75,Multifamily Housing,31.61,205465,43456,6,36744,7716,25298,68
80,WILLOUGHBY STREET,11201,236.05,K-12 School,14.47,101290,22334,8,15581,3272,10727,29
81,WILLOUGHBY STREET,11201,390.57,Other,30.55,198575,41999,7,34016,7143,23420,62
101,WILLOUGHBY STREET,11201,2383.22,Multifamily Housing,74.57,447420,110054,7,81206,17053,55911,149
190,WILLOUGHBY STREET,11201,6963.34,College/University (Campus-Level),415.59,2285745,730489,8,462743,97176,318601,850
191,WILLOUGHBY STREET,11201,962.58,Multifamily Housing,53.99,323940,68380,6,62758,13179,43209,115
240,WILLOUGHBY STREET,11201,602.6,Medical Office,137.86,792695,226585,8,148441,31173,102203,273
79,WILLOW STREET,11201,2232.63,Residence Hall/Dormitory,22.02,143130,30272,7,25327,5319,17438,47
135,WILLOW STREET,11201,396.68,Multifamily Housing,27.99,181935,38479,7,31508,6617,21694,58
52,WILSON AVENUE,11237,618.26,Multifamily Housing,77.93,467580,116858,7,94400,19824,64995,173
297,WILSON AVENUE,11237,326.82,Multifamily Housing,39.87,259155,54811,6,47321,9937,32581,87
349,WILSON AVENUE,11221,1600.34,Multifamily Housing,190.91,1097733,329535,8,228922,48074,157614,421
55,WINTHROP STREET,11225,439.38,Multifamily Housing,48.74,292440,58780,6,56656,11898,39008,104
80,WINTHROP STREET,11225,655.52,Multifamily Housing,85.08,489210,124158,7,100979,21206,69525,186
105,WINTHROP STREET,11225,373.11,Multifamily Housing,66.39,398340,93490,7,77984,16377,53693,143
40,WOODRUFF AVENUE,11226,275.67,Multifamily Housing,53.48,320880,67347,6,64129,13467,44153,118
100,WOODRUFF AVENUE,11226,457.68,Multifamily Housing,80.34,461955,114960,7,95354,20024,65651,175
1,WORTMAN AVENUE,11207,657.98,Office,679.68,3738240,1296642,25+,831645,60000,572592,1528
25,WORTMAN AVENUE,11207,148.34,Other,669.17,3680435,1273375,25+,818785,60000,563738,1504
215,WORTMAN AVENUE,11207,6777.95,Multifamily Housing,353.75,1945625,615698,8,419857,88170,289074,771
270,WORTMAN AVENUE,11207,6777.95,Multifamily Housing,153.28,881360,256509,7,183800,38598,126547,338
625,WORTMAN AVENUE,11208,214.3,Office,412.13,2266715,724066,16,514361,60000,354140,945
70,WYCKOFF AVENUE,11237,178.58,Other,72.59,435540,106045,7,85267,17906,58707,157
300,WYCKOFF AVENUE,11237,99.23,Office,226.9,1247950,380233,7,277631,58303,191150,510
240,WYTHE AVENUE,11249,259.5,Multifamily Housing,105.14,604555,163087,7,124788,26206,85917,229
330,WYTHE AVENUE,11249,396.86,Multifamily Housing,37.63,244595,51732,7,43281,9089,29799,80
390,WYTHE AVENUE,11249,345.8,Multifamily Housing,10.06,70420,15528,7,11448,2404,7882,21
539,WYTHE AVENUE,11249,4314.62,Multifamily Housing,173.6,998200,295943,8,197545,41484,136011,363
570,WYTHE AVENUE,11249,30.6,Multifamily Housing,25.1,163150,34506,7,28255,5934,19454,52
615,WYTHE AVENUE,11249,280.34,K-12 School,59.76,358560,80064,6,68003,14281,46820,125
